YYYY MM DD HH MI LOC D MAG
2018 02 11 13 59 LRO F 32
2018 02 11 14 31 LRO Y 26
2018 02 11 14 04 LRO Z 54
2018 02 11 14 58 LRO Z 55
2018 02 11 14 04 LRO F 48
2018 02 11 14 58 LRO F 47
2018 02 11 15 00 LRO Z 32
2018 02 11 15 01 LRO Z 249
2018 02 11 15 02 LRO Z 50
2018 02 11 15 13 LRO Z 26
2018 02 11 15 56 LRO Z 27
2018 02 11 15 00 LRO F 32
2018 02 11 15 01 LRO F 241
2018 02 11 15 02 LRO F 47
2018 02 11 15 13 LRO F 25
2018 02 11 15 56 LRO F 26
2018 02 11 16 02 LRO X 29
2018 02 11 16 00 LRO Z 28
2018 02 11 16 02 LRO Z 104
2018 02 11 16 02 LRO F 99
2018 02 11 17 09 LRO Z 28
2018 02 11 17 13 LRO Z 115
2018 02 11 17 15 LRO Z 27
2018 02 11 17 09 LRO F 27
2018 02 11 17 13 LRO F 110
2018 02 11 17 15 LRO F 25
2018 02 11 18 01 LRO Z 58
2018 02 11 18 09 LRO Z 41
2018 02 11 18 15 LRO Z 27
2018 02 11 18 01 LRO F 44
2018 02 11 18 09 LRO F 38
2018 02 11 18 15 LRO F 25
2018 02 11 20 28 LRO Z 56
2018 02 11 20 55 LRO Z 46
2018 02 11 20 56 LRO Z 38
2018 02 11 20 58 LRO Z 41
2018 02 11 20 28 LRO F 49
2018 02 11 20 55 LRO F 47
2018 02 11 20 56 LRO F 39
2018 02 11 20 58 LRO F 40
2018 02 11 21 01 LRO Z 87
2018 02 11 21 14 LRO Z 33
2018 02 11 21 16 LRO Z 62
2018 02 11 21 01 LRO F 89
2018 02 11 21 14 LRO F 33
2018 02 11 21 16 LRO F 61
2018 02 11 22 02 LRO Z 285
2018 02 11 22 08 LRO Z 25
2018 02 11 22 02 LRO F 275
2018 02 11 22 08 LRO F 25
2018 02 11 23 29 LRO Y 64
2018 02 11 23 33 LRO Y 750
2018 02 11 23 11 LRO Z 78
2018 02 11 23 45 LRO Z 25
2018 02 11 23 54 LRO Z 38
2018 02 11 23 55 LRO Z 35
2018 02 11 23 58 LRO Z 40
2018 02 11 23 11 LRO F 73
2018 02 11 23 45 LRO F 25
2018 02 11 23 54 LRO F 36
2018 02 11 23 55 LRO F 34
2018 02 11 23 58 LRO F 39
