YEAR MONTH DAY HOUR MIN LOC D MAG
2018 02 10 02 49 LRO F 32
2018 02 10 02 52 LRO F 38
2018 02 10 02 55 LRO F 31
2018 02 10 02 57 LRO F 31
2018 02 10 04 05 LRO Z 40
2018 02 10 04 44 LRO Z 43
2018 02 10 04 01 LRO F 25
2018 02 10 04 05 LRO F 38
2018 02 10 04 44 LRO F 40
2018 02 10 05 02 LRO Z 25
2018 02 10 05 07 LRO Z 31
2018 02 10 05 08 LRO Z 42
2018 02 10 05 11 LRO Z 31
2018 02 10 05 15 LRO Z 32
2018 02 10 05 31 LRO Z 48
2018 02 10 05 53 LRO Z 42
2018 02 10 05 55 LRO Z 27
2018 02 10 05 07 LRO F 31
2018 02 10 05 08 LRO F 39
2018 02 10 05 11 LRO F 31
2018 02 10 05 15 LRO F 32
2018 02 10 05 31 LRO F 45
2018 02 10 05 53 LRO F 41
2018 02 10 05 55 LRO F 26
2018 02 10 06 02 LRO Z 31
2018 02 10 06 03 LRO F 29
2018 02 10 07 03 LRO Z 61
2018 02 10 07 03 LRO F 58
2018 02 10 08 02 LRO Z 53
2018 02 10 08 45 LRO Z 32
2018 02 10 08 46 LRO Z 36
2018 02 10 08 47 LRO Z 44
2018 02 10 08 02 LRO F 52
2018 02 10 08 45 LRO F 31
2018 02 10 08 46 LRO F 35
2018 02 10 08 47 LRO F 42
2018 02 10 09 01 LRO Z 45
2018 02 10 09 26 LRO Z 47
2018 02 10 09 32 LRO Z 29
2018 02 10 09 37 LRO Z 40
2018 02 10 09 40 LRO Z 27
2018 02 10 09 41 LRO Z 41
2018 02 10 09 01 LRO F 45
2018 02 10 09 26 LRO F 47
2018 02 10 09 32 LRO F 29
2018 02 10 09 37 LRO F 39
2018 02 10 09 40 LRO F 26
2018 02 10 09 41 LRO F 43
2018 02 10 10 13 LRO Z 41
2018 02 10 10 24 LRO Z 30
2018 02 10 10 48 LRO Z 42
2018 02 10 10 51 LRO Z 44
2018 02 10 10 52 LRO Z 29
2018 02 10 10 55 LRO Z 31
2018 02 10 10 13 LRO F 41
2018 02 10 10 24 LRO F 31
2018 02 10 10 48 LRO F 41
2018 02 10 10 51 LRO F 45
2018 02 10 10 52 LRO F 28
2018 02 10 10 55 LRO F 29
2018 02 10 11 02 LRO Z 174
2018 02 10 11 56 LRO Z 62
2018 02 10 11 58 LRO Z 32
2018 02 10 11 02 LRO F 170
2018 02 10 11 56 LRO F 67
2018 02 10 11 58 LRO F 31
2018 02 10 12 02 LRO Z 84
2018 02 10 12 02 LRO F 76
2018 02 10 13 43 LRO Z 39
2018 02 10 13 44 LRO Z 36
2018 02 10 13 46 LRO Z 32
2018 02 10 13 52 LRO Z 36
2018 02 10 13 58 LRO Z 77
2018 02 10 13 43 LRO F 36
2018 02 10 13 44 LRO F 35
2018 02 10 13 46 LRO F 29
2018 02 10 13 52 LRO F 30
2018 02 10 13 58 LRO F 67
2018 02 10 14 10 LRO Z 31
2018 02 10 14 34 LRO Z 37
2018 02 10 14 56 LRO Z 36
2018 02 10 14 10 LRO F 32
2018 02 10 14 34 LRO F 34
2018 02 10 14 56 LRO F 37
2018 02 10 15 37 LRO Y 1492
2018 02 10 15 54 LRO Y 32
2018 02 10 15 02 LRO Z 161
2018 02 10 15 02 LRO F 159
2018 02 10 16 47 LRO Y 59
2018 02 10 17 00 LRO Z 31
2018 02 10 17 00 LRO F 31
2018 02 10 18 01 LRO Z 293
2018 02 10 18 14 LRO Z 34
2018 02 10 18 56 LRO Z 25
2018 02 10 18 59 LRO Z 27
2018 02 10 18 01 LRO F 285
2018 02 10 18 14 LRO F 26
2018 02 10 18 56 LRO F 25
2018 02 10 18 59 LRO F 25
2018 02 10 19 01 LRO Z 94
2018 02 10 19 09 LRO Z 40
2018 02 10 19 01 LRO F 89
2018 02 10 19 09 LRO F 38
2018 02 10 22 33 LRO Y 43
2018 02 10 22 39 LRO Y 35
2018 02 10 22 41 LRO Y 138
2018 02 10 22 45 LRO Y 804
