YYYY MM DD HH MI LOC D MAG
2018 03 01 20 38 LRE F 146
2018 03 01 21 26 LRE X 244
2018 03 01 21 42 LRE X 256
2018 03 01 21 53 LRE X 254
2018 03 01 21 26 LRE Y 269
2018 03 01 21 42 LRE Y 213
2018 03 01 21 53 LRE Y 204
2018 03 01 21 26 LRE Z 238
2018 03 01 21 42 LRE Z 256
2018 03 01 21 53 LRE Z 254
2018 03 01 21 26 LRE F 169
2018 03 01 21 42 LRE F 177
2018 03 01 21 53 LRE F 142
2018 03 01 22 10 LRE X 280
2018 03 01 22 10 LRE Y 269
2018 03 01 22 10 LRE Z 279
2018 03 01 22 10 LRE F 201
2018 03 01 23 14 LRE X 279
2018 03 01 23 14 LRE Y 236
2018 03 01 23 49 LRE Y 804
2018 03 01 23 14 LRE Z 277
2018 03 01 02 03 LRO Z 198
2018 03 01 02 03 LRO F 197
2018 03 01 08 36 LRO Y 127
2018 03 01 08 40 LRO Y 126
2018 03 01 08 43 LRO Y 272
2018 03 01 08 52 LRO Y 315
2018 03 01 09 20 LRO Y 217
2018 03 01 13 18 LRO X 124
2018 03 01 13 17 LRO Y 926
2018 03 01 15 00 LRO Y 1108
2018 03 01 22 44 LRO Y 904
2018 03 01 16 40 LRS X 148
2018 03 01 16 41 LRS X 277
2018 03 01 16 50 LRS X 192
2018 03 01 16 40 LRS Z 125
2018 03 01 16 41 LRS Z 268
2018 03 01 16 50 LRS Z 180
2018 03 01 17 09 LRS X 99
2018 03 01 17 19 LRS X 279
2018 03 01 17 40 LRS X 215
2018 03 01 17 19 LRS Y 248
2018 03 01 17 40 LRS Y 213
2018 03 01 17 19 LRS Z 280
2018 03 01 17 40 LRS Z 210
