YYYY MM DD HH MI LOC D MAG
2018 03 01 02 00 LRE Y 1683
2018 03 01 03 34 LRE X 252
2018 03 01 03 50 LRE X 153
2018 03 01 03 34 LRE Z 148
2018 03 01 06 12 LRE X 270
2018 03 01 06 57 LRE X 232
2018 03 01 06 12 LRE Z 197
2018 03 01 09 22 LRE X 285
2018 03 01 11 49 LRE X 132
2018 03 01 12 15 LRE X 271
2018 03 01 12 27 LRE X 241
2018 03 01 12 15 LRE Z 240
2018 03 01 12 27 LRE Z 153
2018 03 01 13 12 LRE X 267
2018 03 01 13 29 LRE X 221
2018 03 01 13 38 LRE X 242
2018 03 01 13 12 LRE Z 168
2018 03 01 13 38 LRE Z 129
2018 03 01 15 47 LRE X 123
2018 03 01 15 51 LRE X 153
2018 03 01 15 33 LRE Y 1666
2018 03 01 15 55 LRE Y 124
2018 03 01 16 38 LRE X 99
2018 03 01 16 54 LRE X 128
2018 03 01 16 57 LRE X 174
2018 03 01 16 58 LRE X 218
2018 03 01 16 12 LRE Y 151
2018 03 01 16 20 LRE Y 144
2018 03 01 16 24 LRE Y 158
2018 03 01 16 27 LRE Y 166
2018 03 01 16 30 LRE Y 164
2018 03 01 16 33 LRE Y 153
2018 03 01 16 38 LRE Y 198
2018 03 01 16 42 LRE Y 203
2018 03 01 16 54 LRE Y 210
2018 03 01 16 58 LRE Y 223
2018 03 01 16 38 LRE Z 163
2018 03 01 16 57 LRE Z 101
2018 03 01 17 05 LRE X 113
2018 03 01 17 10 LRE X 155
2018 03 01 17 13 LRE X 158
2018 03 01 17 14 LRE X 153
2018 03 01 17 18 LRE X 172
2018 03 01 17 22 LRE X 155
2018 03 01 17 26 LRE X 153
2018 03 01 17 31 LRE X 193
2018 03 01 17 37 LRE X 158
2018 03 01 17 41 LRE X 175
2018 03 01 17 45 LRE X 193
2018 03 01 17 48 LRE X 157
2018 03 01 17 01 LRE Y 129
2018 03 01 17 03 LRE Y 122
2018 03 01 17 05 LRE Y 111
2018 03 01 17 08 LRE Y 132
2018 03 01 17 10 LRE Y 127
2018 03 01 17 13 LRE Y 141
2018 03 01 17 18 LRE Y 194
2018 03 01 17 22 LRE Y 191
2018 03 01 17 26 LRE Y 105
2018 03 01 17 31 LRE Y 203
2018 03 01 17 37 LRE Y 171
2018 03 01 17 41 LRE Y 161
2018 03 01 17 45 LRE Y 161
2018 03 01 17 48 LRE Y 151
2018 03 01 17 51 LRE Y 152
2018 03 01 17 55 LRE Y 135
2018 03 01 17 54 LRE Z 125
2018 03 01 17 57 LRE Z 104
2018 03 01 18 02 LRE X 107
2018 03 01 18 07 LRE X 123
2018 03 01 18 10 LRE X 129
2018 03 01 18 14 LRE X 184
2018 03 01 18 22 LRE X 188
2018 03 01 18 28 LRE X 169
2018 03 01 18 36 LRE X 212
2018 03 01 18 41 LRE X 143
2018 03 01 18 46 LRE X 167
2018 03 01 18 51 LRE X 193
2018 03 01 18 02 LRE Y 171
2018 03 01 18 04 LRE Y 163
2018 03 01 18 07 LRE Y 154
2018 03 01 18 10 LRE Y 152
2018 03 01 18 14 LRE Y 147
2018 03 01 18 22 LRE Y 169
2018 03 01 18 28 LRE Y 169
2018 03 01 18 36 LRE Y 192
2018 03 01 18 41 LRE Y 204
2018 03 01 18 46 LRE Y 191
2018 03 01 18 51 LRE Y 227
2018 03 01 18 10 LRE Z 105
2018 03 01 18 14 LRE Z 157
2018 03 01 18 22 LRE Z 153
2018 03 01 18 28 LRE Z 157
2018 03 01 18 36 LRE Z 177
2018 03 01 18 41 LRE Z 154
2018 03 01 18 46 LRE Z 144
2018 03 01 18 51 LRE Z 195
2018 03 01 19 03 LRE X 150
2018 03 01 19 16 LRE X 100
2018 03 01 19 47 LRE X 262
2018 03 01 19 54 LRE X 249
2018 03 01 19 01 LRE Y 205
2018 03 01 19 09 LRE Y 201
2018 03 01 19 16 LRE Y 224
2018 03 01 19 23 LRE Y 162
2018 03 01 19 47 LRE Y 247
2018 03 01 19 54 LRE Y 241
2018 03 01 19 03 LRE Z 190
2018 03 01 19 09 LRE Z 185
2018 03 01 19 16 LRE Z 195
2018 03 01 19 47 LRE Z 205
2018 03 01 19 54 LRE Z 125
2018 03 01 20 03 LRE X 224
2018 03 01 20 15 LRE X 239
2018 03 01 20 38 LRE X 268
2018 03 01 20 03 LRE Y 243
2018 03 01 20 15 LRE Y 254
2018 03 01 20 38 LRE Y 254
2018 03 01 20 03 LRE Z 199
2018 03 01 20 15 LRE Z 212
2018 03 01 20 38 LRE Z 264
