YYYY MM DD HH MI LOC D MAG
2018 02 12 01 16 LRE Y 137
2018 02 12 10 47 LRE Y 137
2018 02 12 11 21 LRE Y 119
2018 02 12 14 22 LRE X 113
2018 02 12 15 02 LRE X 126
2018 02 12 15 02 LRE Y 150
2018 02 12 15 37 LRE Y 154
2018 02 12 15 50 LRE Y 167
2018 02 12 16 10 LRE Y 321
2018 02 12 00 00 LRO Y 978
2018 02 12 00 26 LRO Y 222
2018 02 12 03 27 LRO Y 1013
2018 02 12 03 01 LRO Z 123
2018 02 12 03 01 LRO F 119
2018 02 12 04 03 LRO Z 110
2018 02 12 04 03 LRO F 104
2018 02 12 05 52 LRO Y 181
2018 02 12 05 10 LRO Z 145
2018 02 12 05 56 LRO Z 140
2018 02 12 05 10 LRO F 145
2018 02 12 05 56 LRO F 127
2018 02 12 06 02 LRO Z 150
2018 02 12 06 02 LRO F 133
2018 02 12 11 06 LRO Z 107
2018 02 12 11 06 LRO F 102
2018 02 12 15 37 LRO Y 142
2018 02 12 15 50 LRO Y 148
2018 02 12 15 50 LRO Y 99
2018 02 12 16 26 LRO Y 1073
2018 02 12 22 09 LRO Y 1591
2018 02 12 16 10 LRS Y 170
2018 02 12 18 45 LRS Y 120
2018 02 12 22 05 LRS X 249
2018 02 12 22 05 LRS Z 236
2018 02 12 23 17 LRS Y 110
